ts_code
000832.CSI
000849.SH
000850.CSI
000858.SH
000867.SH
000922.CSI
000931.CSI
000940.CSI
000948.SH
000966.SH
000984.SH
000993.SH
399138.SZ
399237.SZ
399282.SZ
399291.SZ
399318.SZ
399354.SZ
399363.SZ
399372.SZ
399381.SZ
399390.SZ
399408.SZ
399417.SZ
399435.SZ
399552.SZ
399606.SZ
399615.SZ
399624.SZ
399633.SZ
399642.SZ
399651.SZ
399660.SZ
399705.SZ
399804.SZ
399813.SZ
399903.SZ
399912.SZ
399921.SZ
399930.SZ
399976.CSI
931000.CSI
h11087.CSI
h30059.CSI
h30068.CSI
h30086.CSI
h30095.CSI
h30176.CSI
h30194.CSI
h30257.CSI
h30266.CSI
h30356.CSI
h30365.CSI
h30446.CSI
h30455.CSI
h30590.CSI
h50057.CSI
000688.SH
000806.CSI
000815.CSI
000824.CSI
000833.CSI
000860.CSI
000923.CSI
000941.CSI
000949.SH
000950.CSI
000958.SH
000967.SH
000976.SH
000985.SH
000994.SH
399139.SZ
399238.SZ
399283.SZ
399292.SZ
399319.SZ
399328.SZ
399337.SZ
399346.SZ
399355.SZ
399364.SZ
399373.SZ
399382.SZ
399391.SZ
399409.SZ
399418.SZ
399427.SZ
399436.SZ
399481.SZ
399553.SZ
399616.SZ
399625.SZ
399634.SZ
399643.SZ
399652.SZ
399661.SZ
399670.SZ
399706.SZ
399805.SZ
399814.SZ
399904.SZ
399913.SZ
399922.SZ
399931.SZ
399940.SZ
399986.CSI
930901.SH
h11088.CSI
h30087.CSI
h30096.CSI
h30177.CSI
h30186.CSI
h30195.CSI
h30258.CSI
h30357.CSI
h30366.CSI
h30447.CSI
h30537.CSI
h50058.CSI
h50067.CSI
T99901.SZ
000807.CSI
000816.CSI
000825.CSI
000843.CSI
000861.CSI
000869.SH
000915.CSI
000942.CSI
000951.CSI
000960.CSI
000968.SH
000986.SH
000995.SH
399239.SZ
399248.SZ
399284.SZ
399293.SZ
399329.SZ
399356.SZ
399365.SZ
399374.SZ
399383.SZ
399392.SZ
399419.SZ
399428.SZ
399437.SZ
399554.SZ
399608.SZ
399617.SZ
399626.SZ
399635.SZ
399644.SZ
399653.SZ
399662.SZ
399671.SZ
399680.SZ
399707.SZ
399806.SZ
399905.SZ
399914.SZ
399923.SZ
399932.SZ
399941.SZ
399950.SZ
399987.CSI
931011.CSI
931020.CSI
h11089.CSI
h30079.CSI
h30088.CSI
h30097.CSI
h30169.CSI
h30178.CSI
h30187.CSI
h30196.CSI
h30259.CSI
h30358.CSI
h30439.CSI
h30448.CSI
h50068.CSI
000826.CSI
000844.CSI
000907.CSI
000916.CSI
000925.CSI
000943.CSI
000952.CSI
000961.CSI
000970.CSI
000987.SH
000996.SH
133333.CSI
399249.SZ
399285.SZ
399294.SZ
399339.SZ
399348.SZ
399357.SZ
399366.SZ
399375.SZ
399384.SZ
399393.SZ
399429.SZ
399438.SZ
399555.SZ
399618.SZ
399627.SZ
399636.SZ
399645.SZ
399654.SZ
399663.SZ
399672.SZ
399681.SZ
399690.SZ
399807.SZ
399906.SZ
399915.SZ
399924.SZ
399933.SZ
399942.SZ
399951.SZ
399960.SZ
931003.CSI
931012.CSI
931021.CSI
CES100.CSI
h30089.CSI
h30098.CSI
h30179.CSI
h30188.CSI
h30197.CSI
h30269.CSI
h30359.CSI
h30368.CSI
h50069.CSI
000188.CSI
000809.CSI
000818.CSI
000908.CSI
000917.CSI
000926.CSI
000953.CSI
000962.CSI
000980.CSI
000988.SH
000997.SH
399088.SZ
399277.SZ
399286.SZ
399295.SZ
399358.SZ
399367.SZ
399376.SZ
399385.SZ
399394.SZ
399439.SZ
399556.SZ
399619.SZ
399628.SZ
399637.SZ
399646.SZ
399655.SZ
399664.SZ
399673.SZ
399682.SZ
399691.SZ
399808.SZ
399817.SZ
399907.SZ
399916.SZ
399925.SZ
399934.SZ
399943.SZ
399952.SZ
399961.SZ
399970.SZ
399989.CSI
931004.CSI
931013.CSI
931022.CSI
950092.SH
h30099.CSI
h30189.CSI
h30198.CSI
000846.CSI
000891.CSI
000909.CSI
000927.CSI
000936.CSI
000945.CSI
000954.CSI
000963.CSI
000972.CSI
000981.CSI
000989.SH
000998.SH
399278.SZ
399296.SZ
399359.SZ
399368.SZ
399377.SZ
399386.SZ
399395.SZ
399557.SZ
399629.SZ
399638.SZ
399647.SZ
399656.SZ
399665.SZ
399674.SZ
399683.SZ
399692.SZ
399809.SZ
399908.SZ
399917.SZ
399926.SZ
399935.SZ
399944.SZ
399953.SZ
399962.SZ
399971.SZ
399980.SZ
931005.CSI
931014.CSI
931023.CSI
931032.CSI
931140.CSI
CES120.CSI
CES300.CSI
h30199.CSI
000829.CSI
000838.CSI
000919.CSI
000937.CSI
000946.CSI
000955.CSI
000964.CSI
000999.SH
399279.SZ
399297.SZ
399369.SZ
399378.SZ
399387.SZ
399396.SZ
399639.SZ
399648.SZ
399657.SZ
399666.SZ
399675.SZ
399684.SZ
399693.SZ
399909.SZ
399918.SZ
399927.SZ
399936.SZ
399945.SZ
399954.SZ
399963.SZ
399972.SZ
399981.SZ
399990.SZ
930601.CSI
930700.CSI
931006.CSI
931015.CSI
931024.CSI
931033.CSI
931141.CSI
931402.CSI
950085.SH
950094.SH
990001.CSI
000839.CSI
000929.CSI
000938.CSI
000947.CSI
000956.CSI
000965.CSI
000983.CSI
399298.SZ
399379.SZ
399388.SZ
399397.SZ
399649.SZ
399658.SZ
399667.SZ
399676.SZ
399685.SZ
399694.SZ
399919.SZ
399928.SZ
399937.SZ
399946.SZ
399955.SZ
399964.SZ
399973.SZ
399982.SZ
399991.SZ
930611.CSI
930620.CSI
930701.CSI
931007.CSI
931025.CSI
931052.CSI
931070.CSI
931133.CSI
931142.CSI
931151.CSI
931160.CSI
931403.CSI
931520.CSI
950086.SH
950095.SH
950105.CSI
h30588.CSI
h30597.CSI
SHHKSI.CSI
000939.CSI
000948.CSI
000957.CSI
000975.CSI
399299.SZ
399389.SZ
399398.SZ
399659.SZ
399668.SZ
399677.SZ
399686.SZ
399695.SZ
399929.SZ
399938.SZ
399947.SZ
399956.SZ
399965.SZ
399974.SZ
399983.SZ
399992.SZ
930612.CSI
930621.CSI
930702.CSI
930711.CSI
930720.CSI
931008.CSI
931026.CSI
931053.CSI
931071.CSI
931134.CSI
931152.CSI
931440.CSI
931521.CSI
950070.CSI
950087.SH
950106.CSI
000859.CSI
000949.CSI
000967.CSI
000985.CSI
000994.CSI
399399.SZ
399669.SZ
399678.SZ
399687.SZ
399696.SZ
399939.SZ
399948.SZ
399957.SZ
399966.SZ
399975.SZ
399984.SZ
399993.SZ
930613.CSI
930622.CSI
930640.CSI
930703.CSI
930712.CSI
930721.CSI
930730.CSI
930820.CSI
930910.CSI
931009.CSI
931027.CSI
931144.CSI
931441.CSI
931522.CSI
950071.CSI
950080.CSI
950088.SH
950097.SH
950107.CSI
CESP50.CSI
000001.SH
000010.SH
000100.SH
000959.CSI
000968.CSI
000977.CSI
000995.CSI
399679.SZ
399688.SZ
399697.SZ
399949.SZ
399958.SZ
399967.SZ
399976.SZ
399985.SZ
399994.SZ
930614.CSI
930623.CSI
930632.CSI
930641.CSI
930650.CSI
930704.CSI
930713.CSI
930722.CSI
930731.CSI
930740.CSI
930821.CSI
930902.CSI
930911.CSI
931136.CSI
931163.CSI
931406.CSI
950072.CSI
950081.CSI
950089.SH
950090.CSI
950098.SH
h00999.CSI
000002.SH
000011.SH
000020.SH
000101.SH
000110.SH
000969.CSI
000978.CSI
399689.SZ
399698.SZ
399959.SZ
399968.SZ
399977.SZ
399986.SZ
399995.SZ
930606.CSI
930615.CSI
930624.CSI
930633.CSI
930651.CSI
930660.CSI
930705.CSI
930714.CSI
930723.CSI
930732.CSI
930741.CSI
930822.CSI
930903.CSI
930912.CSI
930930.CSI
931065.CSI
931380.CSI
931461.CSI
931524.CSI
950073.CSI
950082.CSI
950099.SH
CESHKB.CSI
h50001.SH
h50010.SH
000003.SH
000012.SH
000021.SH
000030.SH
000102.SH
000111.SH
000120.SH
000300.SH
000979.CSI
000988.CSI
399699.SZ
399969.SZ
399978.SZ
399987.SZ
399996.SZ
930607.CSI
930634.CSI
930652.CSI
930661.CSI
930670.CSI
930706.CSI
930715.CSI
930733.CSI
930742.CSI
930760.CSI
930850.CSI
930904.CSI
930931.CSI
931066.CSI
931165.CSI
931372.CSI
931381.CSI
950074.CSI
CES280.CSI
h50002.SH
h50011.SH
h50020.SH
000004.SH
000013.SH
000022.SH
000031.SH
000040.SH
000103.SH
000112.SH
000121.SH
000130.SH
399979.SZ
399997.SZ
704843.CSI
930608.CSI
930617.CSI
930635.CSI
930653.CSI
930662.CSI
930671.CSI
930680.CSI
930707.CSI
930716.CSI
930725.CSI
930734.CSI
930743.CSI
930770.CSI
930851.CSI
930860.CSI
